MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release
1729771000000114	Blood glucose range before breakfast	44TJ0	44TJ000	774331000000109	1729771000000114	
1729791000000113	Blood glucose range after lunch	44TJ4	44TJ400	774341000000100	1729791000000113	
1729811000000114	Blood glucose range before evening meal	44TJ5	44TJ500	774351000000102	1729811000000114	
1729831000000118	Blood glucose range after breakfast	44TJ1	44TJ100	774361000000104	1729831000000118	
1729851000000113	Blood glucose range after evening meal	44TJ6	44TJ600	774371000000106	1729851000000113	
1731081000000110	Blood glucose range before lunch	44TJ3	44TJ300	774921000000106	1731081000000110	
777221000033118	Blood Glucose Monitoring	DRGC6736NEMIS		777221000033102	777221000033118	
803541000006114	Glucose galactose intolerance	C3130	C313000	802711000000101	1794601000000115	
853071000006116	2 Hour post prandial glucose	EGTON11		853071000006100	853071000006116	
884221000033119	Blood Glucose Meter	DRGC20269NEMIS		884221000033103	884221000033119	
2365491000000112	Blood glucose self-monitoring record checked	9lQ	9lQ..00	921721000000101	2365491000000112	
2378701000000111	Baseline blood glucose level	44TJ8	44TJ800	928041000000101	2378701000000111	
2389131000000119	Blood glucose level after evening meal	44TJ9	44TJ900	932401000000106	2389131000000119	
2389171000000117	Blood glucose level during night	44TJA	44TJA00	932421000000102	2389171000000117	
2474483019	Blood glucose series	44TM	44TM.00	994411000000106	2554951000000115	
399581000000114	Extended glucose tolerance test	44V6	44V6.00	996311000000105	2572531000000114	
1123651000000116	Estimated average glucose level	4Q83	4Q83.00	996491000000105	2581701000000113	
128091000000112	Blood glucose level	44TJ	44TJ.00	997671000000106	2563461000000115	
224191000006110	Plasma glucose level	44U-2	44U..12	997671000000106	2563461000000115	
517791000006115	Blood glucose result	44U	44U..00	997671000000106	2563461000000115	
405633013	Fasting blood glucose level	44TK	44TK.00	997681000000108	2572691000000111	
635701000000114	240 minute plasma glucose level	44g8	44g8.00	998281000000106	2581901000000110	
635711000000111	300 minute plasma glucose level	44g9	44g9.00	998291000000108	2581911000000112	
457954013	HbA1c level (DCCT aligned)	42W4	42W4.00	1019431000000105	2566161000000115	
457953019	HbA1 level (DCCT aligned)	42c3	42c3.00	1019551000000104	2583661000000115	
1986181000006111	HbA1c level (diagnostic reference range) - IFCC standardised	42W50		1049301000000100	2643101000000114	
1986191000006114	HbA1c level (monitoring ranges) - IFCC standardised	42W51		1049321000000109	2643141000000112	
817471000006110	HbA1 < 7% - good control	42c0	42c0.00	165679005	2770693019	
817491000006111	HbA1 7 - 10% - borderline control	42c1	42c1.00	165680008	2768430011	
817481000006113	HbA1 > 10% - bad control	42c2	42c2.00	165681007	2767754019	
1927791000006119	Raised HbA1c level	EMISNQRA16		1927791000006103	1927791000006119	
453910015	HbA1 - diabetic control	42c	42c..00	365845005	1206639010	
129761000000114	Haemoglobin A1c level	44TB	44TB.00	1003671000000109	2560611000000113	
2397611000000111	Haemoglobin A1c (monitoring ranges)	44TB1	44TB100	1010941000000103	2582421000000115	
2397571000000119	Haemoglobin A1c (diagnostic reference range)	44TB0	44TB000	1010951000000100	2557081000000116	
457954013	HbA1c level (DCCT aligned)	42W4	42W4.00	1019431000000105	2566161000000115	
1986181000006111	HbA1c level (diagnostic reference range) - IFCC standardised	42W50		1049301000000100	2643101000000114	
1986191000006114	HbA1c level (monitoring ranges) - IFCC standardised	42W51		1049321000000109	2643141000000112	
257619018	Hb. A1C < 7% - good control	42W1	42W1.00	165679005	257619018	
257620012	Hb. A1C 7-10% - borderline	42W2	42W2.00	165680008	257620012	
257621011	Hb. A1C > 10% - bad control	42W3	42W3.00	165681007	257621011	
1927791000006119	Raised HbA1c level	EMISNQRA16		1927791000006103	1927791000006119	
404444016	Hb. A1C - diabetic control	42W	42W..00	269823000	1206383011	
257623014	Hb. A1C - diabetic control NOS	42WZ	42WZ.00	269823000	404444016	
2160141012	HBA1c target	66Ae	66Ae.00	408591000	1739591000000117	
1753211000006115	HbA1c target level - IFCC standardised	66Ae0	66Ae000	446074002	1725291000000118	
1700711000006113	Haemoglobin A1c level - IFCC standardised	42W5	42W5.00	999791000000106	2572901000000113	
2154205011	Total glycosylated haemoglobin level	44TL	44TL.00	1013511000000100	2574561000000110	
804121000006112	Glycosylated Hb	42W-1	42W..11	269823000	1206383011	
517921000006115	Blood hyperglycaemia NOS	44Uz-1	44Uz.11	444780001	2872829018	
404444016	Hb. A1C - diabetic control	42W	42W..00	269823000	1206383011	
257623014	Hb. A1C - diabetic control NOS	42WZ	42WZ.00	269823000	404444016	
453910015	HbA1 - diabetic control	42c	42c..00	365845005	1206639010	
119441000006118	Sugar - urine test	466-1	466..11	1003181000000102	2585411000000116	
375614013	Blood sugar tolerance	44V-2	44V..12	1005711000000106	2585781000000117	
458235019	Urine sugar chromatography	46a	46a..00	1023731000000108	2581061000000110	
119451000006116	Sugars in urine	46S-2	46S..12	1023741000000104	2575881000000117	
518531000006111	Blood sugar method	44T-1	44T..11	1031451000000106	2598861000000114	
621801000006111	Dip-stick blood sugar	44T4	44T4.00	104686004	281007011	
216681000006119	Post prandial blood sugar	44T3-1	44T3.11	1083781000000102	2715921000000119	
116631000006118	Supper time blood sugar	44T7	44T7.00	1083851000000100	2716081000000110	
259310015	Random blood sugar normal	44T10	44T1000	166890005	259310015	
259311016	Random blood sugar low	44T11	44T1100	166891009	259311016	
259312011	Random blood sugar raised	44T12	44T1200	166892002	259312011	
259320013	Laboratory blood sugar	44T5	44T5.00	166896004	259320013	
259327011	Glucometer blood sugar	44T9	44T9.00	166900001	259327011	
264699014	Urine sugar charts	66AB	66AB.00	170755004	264699014	
264700010	Blood sugar charts	66AC	66AC.00	170756003	264700010	
1780371000006119	Breakfast time blood sugar	EMISNQBR26		1780371000006103	1780371000006119	
70071000006113	Urine screen for sugar	68K1-1	68K1.11	268556000	401576012	
191761000006112	Random blood sugar	44T1	44T1.00	271061004	405631010	
500581000006112	Average pre-bed sugar	EMISHGT53		500581000006108	500581000006112	
500601000006119	Average pre-breakfast sugar	EMISHGT50		500601000006103	500601000006119	
500621000006112	Average pre-evening meal sugar	EMISHGT52		500621000006108	500621000006112	
500641000006117	Average pre-lunch sugar	EMISHGT51		500641000006101	500641000006117	
504451000006113	Bedtime blood sugar	44T8	44T8.00	873281000000104	2255391000000118	
733311000006111	Lunch time blood sugar	44T6	44T6.00	873311000000101	2255481000000113	
433751000006116	2 hours post food blood sugar	44T3	44T3.00	88856000	508248018	
518541000006118	Blood sugar result	44U-1	44U..11	997671000000106	2563461000000115	
667181000006113	Fasting blood sugar	44T2	44T2.00	997681000000108	2572691000000111	
1485484012	Urine clinitest	466A	466A.00	1021391000000109	2569961000000110	
264676010	Diabetic monitoring	66A	66A..00	170742000	264676010	
264729012	Diabetic monitoring NOS	66AZ	66AZ.00	170742000	264676010	
1884591000006118	Further diabetic monitoring	66o	66o..00	170742000	264676010	
264677018	Initial diabetic assessment	66A1	66A1.00	170743005	264677018	
264678011	Follow-up diabetic assessment	66A2	66A2.00	170744004	264678011	
264728016	Annual diabetic blood test	66AT	66AT.00	170778005	264728016	
616341000006117	Diabetes mellitus screen	6872	6872.00	171183004	265249012	
461270012	[V]Screening for diabetes mellitus	ZV771	ZV77100	171183004	265249012	
1227832019	[V]Screening for diabetes mellitus (DM)	ZV771-1	ZV77111	171183004	265249012	
987441000006113	Six month diabetic review	EMISNQSI2		987441000006109	987441000006113	
1488822019	Urine screening test for diabetes	46Z0	46Z0.00	395123002	1488822019	
1485448017	Serum anti-glutamic decarboxylase level	43aE	43aE.00	1004991000000100	2561371000000115	
1485550010	Glutamic acid decarboxylase antibody level	43m8	43m8.00	1007741000000102	2561661000000116	
2501821000000112	Serum glutamic acid decarboxylase antibody concentration	43m80	43m8000	1011031000000101	2557101000000110	
