"ProdCodeId"	"dmdid"	"Term.from.EMIS"	"ProductName"	"Formulation"	"RouteOfAdministration"	"DrugSubstanceName"	"SubstanceStrength"	"BNFChapter"	"Release"
"11732541000033112"	"33038711000001103"	"Reletrans 5micrograms/hour transdermal patches (Sandoz Ltd)"	"Reletrans 5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"5.000microgram/1.000hour"	"4070200"	""
"11730941000033119"	"33054211000001103"	"Panitaz 5micrograms/hour transdermal patches (Dr Reddy's Laboratories (UK) Ltd)"	"Panitaz 5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"5.000microgram/1.000hour"	"4070200"	""
"11756241000033110"	"33480711000001101"	"Sevodyne 5micrograms/hour transdermal patches (Aspire Pharma Ltd)"	"Sevodyne 5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"5.000microgram/1.000hour"	"4070200"	""
"3343641000033113"	"9565311000001104"	"BuTrans 5micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)"	"BuTrans 5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"5.000microgram/1.000hour"	"4070200"	""
"3343341000033117"	"9567211000001104"	"Buprenorphine 5micrograms/hour transdermal patches"	"Buprenorphine 5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"5.000microgram/1.000hour"	"4070200"	""
"11029541000033119"	"31278611000001105"	"Butec 20micrograms/hour transdermal patches (Qdem Pharmaceuticals Ltd)"	"Butec 20micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"20.000microgram/1.000hour"	"4070200"	""
"11756441000033111"	"33481111000001108"	"Sevodyne 20micrograms/hour transdermal patches (Aspire Pharma Ltd)"	"Sevodyne 20micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"20.000microgram/1.000hour"	"4070200"	""
"11730841000033110"	"33054611000001101"	"Panitaz 20micrograms/hour transdermal patches (Dr Reddy's Laboratories (UK) Ltd)"	"Panitaz 20micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"20.000microgram/1.000hour"	"4070200"	""
"11732441000033111"	"33039311000001108"	"Reletrans 20micrograms/hour transdermal patches (Sandoz Ltd)"	"Reletrans 20micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"20.000microgram/1.000hour"	"4070200"	""
"12603341000033112"	"35545111000001101"	"Bunov 20micrograms/hour transdermal patches (Glenmark Pharmaceuticals Europe Ltd)"	"Bunov 20micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"20.000microgram/1.000hour"	""	""
"12326041000033117"	"34552211000001108"	"Bupramyl 20micrograms/hour transdermal patches (Mylan)"	"Bupramyl 20micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"20.000microgram/1.000hour"	""	""
"12409741000033112"	"34839211000001102"	"Busiete 20micrograms/hour transdermal patches (Teva UK Ltd)"	"Busiete 20micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"20.000microgram/1.000hour"	""	""
"3343541000033112"	"9567311000001107"	"Buprenorphine 20micrograms/hour transdermal patches"	"Buprenorphine 20micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"20.000microgram/1.000hour"	"4070200"	""
"3343841000033114"	"9565911000001103"	"BuTrans 20micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)"	"BuTrans 20micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"20.000microgram/1.000hour"	"4070200"	""
"11029441000033115"	"31278911000001104"	"Butec 10micrograms/hour transdermal patches (Qdem Pharmaceuticals Ltd)"	"Butec 10micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"10.000microgram/1.000hour"	"4070200"	""
"12409641000033115"	"34839011000001107"	"Busiete 10micrograms/hour transdermal patches (Teva UK Ltd)"	"Busiete 10micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"10.000microgram/1.000hour"	""	""
"12325941000033110"	"34552011000001103"	"Bupramyl 10micrograms/hour transdermal patches (Mylan)"	"Bupramyl 10micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"10.000microgram/1.000hour"	""	""
"12603241000033119"	"35544511000001109"	"Bunov 10micrograms/hour transdermal patches (Glenmark Pharmaceuticals Europe Ltd)"	"Bunov 10micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"10.000microgram/1.000hour"	""	""
"11732241000033110"	"33038911000001101"	"Reletrans 10micrograms/hour transdermal patches (Sandoz Ltd)"	"Reletrans 10micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"10.000microgram/1.000hour"	"4070200"	""
"11730741000033117"	"33054411000001104"	"Panitaz 10micrograms/hour transdermal patches (Dr Reddy's Laboratories (UK) Ltd)"	"Panitaz 10micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"10.000microgram/1.000hour"	"4070200"	""
"11756341000033117"	"33480911000001104"	"Sevodyne 10micrograms/hour transdermal patches (Aspire Pharma Ltd)"	"Sevodyne 10micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"10.000microgram/1.000hour"	"4070200"	""
"3343441000033111"	"9567411000001100"	"Buprenorphine 10micrograms/hour transdermal patches"	"Buprenorphine 10micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"10.000microgram/1.000hour"	"4070200"	""
"3343741000033116"	"9565611000001109"	"BuTrans 10micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)"	"BuTrans 10micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"10.000microgram/1.000hour"	"4070200"	""
"4010841000033112"	"11047511000001102"	"Suboxone 2mg/500microgram sublingual tablets (Indivior UK Ltd)"	"Suboxone 2mg/500microgram sublingual tablets"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride/ Naloxone hydrochloride dihydrate"	"2.000mg + 500.000microgram"	"4100300"	""
"4010641000033111"	"11055811000001106"	"Buprenorphine 2mg / Naloxone 500microgram sublingual tablets sugar free"	"Buprenorphine 2mg / Naloxone 500microgram sublingual tablets sugar free"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride/ Naloxone hydrochloride dihydrate"	"2.000mg + 500.000microgram"	"4100300"	""
"4010741000033119"	"11055911000001101"	"Buprenorphine 8mg / Naloxone 2mg sublingual tablets sugar free"	"Buprenorphine 8mg / Naloxone 2mg sublingual tablets sugar free"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride/ Naloxone hydrochloride dihydrate"	"8.000mg + 2.000mg"	"4100300"	""
"4010941000033116"	"11048311000001109"	"Suboxone 8mg/2mg sublingual tablets (Indivior UK Ltd)"	"Suboxone 8mg/2mg sublingual tablets"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride/ Naloxone hydrochloride dihydrate"	"8.000mg + 2.000mg"	"4100300"	""
"10045241000033110"	"28565211000001107"	"Buprenorphine 1mg sublingual tablets sugar free"	"Buprenorphine 1mg sublingual tablets sugar free"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride"	"1.000mg"	""	""
"10045541000033112"	"28491911000001105"	"Gabup 1mg sublingual tablets (Martindale Pharmaceuticals Ltd)"	"Gabup 1mg sublingual tablets"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride"	"1.000mg"	""	""
"10045941000033118"	"28492211000001108"	"Gabup 4mg sublingual tablets (Martindale Pharmaceuticals Ltd)"	"Gabup 4mg sublingual tablets"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride"	"4.000mg"	""	""
"10045641000033113"	"28565711000001100"	"Buprenorphine 4mg sublingual tablets sugar free"	"Buprenorphine 4mg sublingual tablets sugar free"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride"	"4.000mg"	""	""
"10045441000033111"	"28565811000001108"	"Buprenorphine 6mg sublingual tablets sugar free"	"Buprenorphine 6mg sublingual tablets sugar free"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride"	"6.000mg"	""	""
"10046041000033111"	"28492511000001106"	"Gabup 6mg sublingual tablets (Martindale Pharmaceuticals Ltd)"	"Gabup 6mg sublingual tablets"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride"	"6.000mg"	""	""
"11077241000033112"	"31877211000001103"	"BuTrans 15micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)"	"BuTrans 15micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"15.000microgram/1.000hour"	""	""
"11077041000033116"	"32038411000001102"	"Buprenorphine 15micrograms/hour transdermal patches"	"Buprenorphine 15micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"15.000microgram/1.000hour"	"4070200"	""
"12106841000033113"	"34027411000001106"	"Butec 15micrograms/hour transdermal patches (Qdem Pharmaceuticals Ltd)"	"Butec 15micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"15.000microgram/1.000hour"	"4070200"	""
"11732341000033117"	"33039111000001106"	"Reletrans 15micrograms/hour transdermal patches (Sandoz Ltd)"	"Reletrans 15micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"15.000microgram/1.000hour"	"4070200"	""
"11707841000033116"	"32930411000001109"	"Buprenorphine 16mg / Naloxone 4mg sublingual tablets sugar free"	"Buprenorphine 16mg / Naloxone 4mg sublingual tablets sugar free"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride/ Naloxone hydrochloride dihydrate"	"16.000mg + 4.000mg"	""	""
"11707941000033112"	"32902311000001106"	"Suboxone 16mg/4mg sublingual tablets (Indivior UK Ltd)"	"Suboxone 16mg/4mg sublingual tablets"	"Sublingual tablet"	"Sublingual"	"Buprenorphine hydrochloride/ Naloxone hydrochloride dihydrate"	"16.000mg + 4.000mg"	""	""
"11789141000033119"	"33595511000001108"	"Buprenorphine 2mg oral lyophilisates sugar free"	"Buprenorphine 2mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oromucosal"	"Buprenorphine hydrochloride"	"2.000mg"	"4100300"	""
"11789341000033116"	"33580211000001100"	"Espranor 2mg oral lyophilisates (Martindale Pharmaceuticals Ltd)"	"Espranor 2mg oral lyophilisates"	"Oral lyophilisate"	"Oromucosal"	"Buprenorphine hydrochloride"	"2.000mg"	"4100300"	""
"11789241000033114"	"33595611000001107"	"Buprenorphine 8mg oral lyophilisates sugar free"	"Buprenorphine 8mg oral lyophilisates sugar free"	"Oral lyophilisate"	"Oromucosal"	"Buprenorphine hydrochloride"	"8.000mg"	"4100300"	""
"11789441000033110"	"33579811000001104"	"Espranor 8mg oral lyophilisates (Martindale Pharmaceuticals Ltd)"	"Espranor 8mg oral lyophilisates"	"Oral lyophilisate"	"Oromucosal"	"Buprenorphine hydrochloride"	"8.000mg"	"4100300"	""
"2922641000033116"	"35913611000001107"	"Buprenorphine 300micrograms/1ml solution for injection ampoules"	"Buprenorphine 300micrograms/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Buprenorphine hydrochloride"	"300.000microgram/1.000ml"	"4100000"	""
"2922741000033113"	"3611411000001101"	"Temgesic 300micrograms/1ml solution for injection ampoules (Indivior UK Ltd)"	"Temgesic 300micrograms/1ml solution for injection ampoules"	"Solution for injection"	"Intravenous/ Intramuscular"	"Buprenorphine hydrochloride"	"300.000microgram/1.000ml"	"4070200"	""
"8882741000033116"	"23446211000001101"	"Hapoctasin 35micrograms/hour transdermal patches (Actavis UK Ltd)"	"Hapoctasin 35micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"35.000microgram/1.000hour"	"4070200"	""
"11484341000033112"	"32484211000001106"	"Bupeaze 35micrograms/hour transdermal patches (Dr Reddy's Laboratories (UK) Ltd)"	"Bupeaze 35micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"35.000microgram/1.000hour"	"4070200"	""
"11507941000033111"	"32576211000001102"	"Prenotrix 35micrograms/hour transdermal patches (Genesis Pharmaceuticals Ltd)"	"Prenotrix 35micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"35.000microgram/1.000hour"	"4070200"	""
"2737541000033111"	"35913711000001103"	"Buprenorphine 35micrograms/hour transdermal patches"	"Buprenorphine 35micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"35.000microgram/1.000hour"	"4070200"	""
"12603541000033117"	"35543711000001101"	"Carlosafine 35micrograms/hour transdermal patches (Glenmark Pharmaceuticals Europe Ltd)"	"Carlosafine 35micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"35.000microgram/1.000hour"	""	""
"12428441000033117"	"34911711000001108"	"Turgeon 35micrograms/hour transdermal patches (Teva UK Ltd)"	"Turgeon 35micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"35.000microgram/1.000hour"	""	""
"12194941000033112"	"34172511000001101"	"Relevtec 35micrograms/hour transdermal patches (Sandoz Ltd)"	"Relevtec 35micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"35.000microgram/1.000hour"	"4070200"	""
"11780641000033117"	"33546611000001105"	"Buplast 35micrograms/hour transdermal patches (Mylan)"	"Buplast 35micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"35.000microgram/1.000hour"	"4070200"	""
"2737841000033113"	"3446611000001101"	"Transtec 35micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)"	"Transtec 35micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"35.000microgram/1.000hour"	"4070200"	""
"11577141000033119"	"32643211000001102"	"Prenotrix 52.5micrograms/hour transdermal patches (Genesis Pharmaceuticals Ltd)"	"Prenotrix 52.5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"52.500microgram/1.000hour"	"4070200"	""
"11484441000033118"	"32484411000001105"	"Bupeaze 52.5micrograms/hour transdermal patches (Dr Reddy's Laboratories (UK) Ltd)"	"Bupeaze 52.5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"52.500microgram/1.000hour"	"4070200"	""
"8882841000033114"	"23446411000001102"	"Hapoctasin 52.5micrograms/hour transdermal patches (Actavis UK Ltd)"	"Hapoctasin 52.5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"52.500microgram/1.000hour"	"4070200"	""
"12195041000033112"	"34172311000001107"	"Relevtec 52.5micrograms/hour transdermal patches (Sandoz Ltd)"	"Relevtec 52.5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"52.500microgram/1.000hour"	"4070200"	""
"11780741000033114"	"33546411000001107"	"Buplast 52.5micrograms/hour transdermal patches (Mylan)"	"Buplast 52.5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"52.500microgram/1.000hour"	"4070200"	""
"12428541000033116"	"34911911000001105"	"Turgeon 52.5micrograms/hour transdermal patches (Teva UK Ltd)"	"Turgeon 52.5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"52.500microgram/1.000hour"	""	""
"12603641000033116"	"35543911000001104"	"Carlosafine 52.5micrograms/hour transdermal patches (Glenmark Pharmaceuticals Europe Ltd)"	"Carlosafine 52.5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"52.500microgram/1.000hour"	""	""
"2737641000033112"	"35913811000001106"	"Buprenorphine 52.5micrograms/hour transdermal patches"	"Buprenorphine 52.5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"52.500microgram/1.000hour"	"4070200"	""
"2737941000033117"	"3448811000001101"	"Transtec 52.5micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)"	"Transtec 52.5micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"52.500microgram/1.000hour"	"4070200"	""
"8882941000033118"	"23446611000001104"	"Hapoctasin 70micrograms/hour transdermal patches (Actavis UK Ltd)"	"Hapoctasin 70micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"70.000microgram/1.000hour"	"4070200"	""
"11484541000033117"	"32484611000001108"	"Bupeaze 70micrograms/hour transdermal patches (Dr Reddy's Laboratories (UK) Ltd)"	"Bupeaze 70micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"70.000microgram/1.000hour"	"4070200"	""
"11577241000033114"	"32643711000001109"	"Prenotrix 70micrograms/hour transdermal patches (Genesis Pharmaceuticals Ltd)"	"Prenotrix 70micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"70.000microgram/1.000hour"	"4070200"	""
"2737741000033115"	"35913911000001101"	"Buprenorphine 70micrograms/hour transdermal patches"	"Buprenorphine 70micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"70.000microgram/1.000hour"	"4070200"	""
"12603741000033113"	"35544111000001100"	"Carlosafine 70micrograms/hour transdermal patches (Glenmark Pharmaceuticals Europe Ltd)"	"Carlosafine 70micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"70.000microgram/1.000hour"	""	""
"12428641000033115"	"34912111000001102"	"Turgeon 70micrograms/hour transdermal patches (Teva UK Ltd)"	"Turgeon 70micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"70.000microgram/1.000hour"	""	""
"12195141000033111"	"34172111000001105"	"Relevtec 70micrograms/hour transdermal patches (Sandoz Ltd)"	"Relevtec 70micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"70.000microgram/1.000hour"	"4070200"	""
"11780841000033116"	"33548111000001103"	"Buplast 70micrograms/hour transdermal patches (Mylan)"	"Buplast 70micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"70.000microgram/1.000hour"	"4070200"	""
"2738041000033119"	"3449311000001104"	"Transtec 70micrograms/hour transdermal patches (Napp Pharmaceuticals Ltd)"	"Transtec 70micrograms/hour transdermal patches"	"Transdermal patch"	"Transdermal"	"Buprenorphine"	"70.000microgram/1.000hour"	"4070200"	""
"795741000033118"	"4721411000001103"	"Kaodene oral suspension (Sovereign Medical Ltd)"	"Kaodene oral suspension"	"Oral suspension"	"Oral"	"Codeine phosphate/ Kaolin light"	"1.000mg/1.000ml + 300.000mg/1.000ml"	""	""
"2645041000033118"	"320962001"	"Codeine 15mg/5ml linctus sugar free"	"Codeine 15mg/5ml linctus sugar free"	"Oral solution"	"Oral"	"Codeine phosphate"	"3.000mg/1.000ml"	"3090200"	""
"624441000033112"	"3446911000001107"	"Galcodine 15mg/5ml linctus (Thornton & Ross Ltd)"	"Galcodine 15mg/5ml linctus"	"Oral solution"	"Oral"	"Codeine phosphate"	"3.000mg/1.000ml"	"3090200"	""
"372941000033118"	"322307006"	"Co-codamol 8mg/500mg tablets"	"Co-codamol 8mg/500mg tablets"	"Tablet"	"Oral"	"Codeine phosphate/ Paracetamol"	"8.000mg + 500.000mg"	"4070100"	""
"922541000033116"	"3359711000001105"	"Migraleve Yellow tablets (McNeil Products Ltd)"	"Migraleve Yellow tablets"	"Tablet"	"Oral"	"Codeine phosphate/ Paracetamol"	"8.000mg + 500.000mg"	"4070401"	""
"4590641000033113"	"11579211000001107"	"Co-codamol 8mg/500mg caplets (Vantage)"	"Co-codamol 8mg/500mg caplets"	"Tablet"	"Oral"	"Codeine phosphate/ Paracetamol"	"8.000mg + 500.000mg"	""	""
"371041000033112"	"322310004"	"Co-codaprin 8mg/400mg dispersible tablets"	"Co-codaprin 8mg/400mg dispersible tablets"	"Dispersible tablet"	"Oral"	"Aspirin/ Codeine phosphate"	"400.000mg + 8.000mg"	"10010100"	""
"12347241000033113"	"34577211000001109"	"Eroset 500mg/10mg tablets (M & A Pharmachem Ltd)"	"Eroset 500mg/10mg tablets"	"Tablet"	"Oral"	"Dihydrocodeine tartrate/ Paracetamol"	"10.000mg + 500.000mg"	""	""
"373141000033110"	"322311000"	"Co-dydramol 10mg/500mg tablets"	"Co-dydramol 10mg/500mg tablets"	"Tablet"	"Oral"	"Dihydrocodeine tartrate/ Paracetamol"	"10.000mg + 500.000mg"	"4070100"	""
"1588741000033112"	"322323006"	"Co-codamol 30mg/500mg effervescent powder sachets sugar free"	"Co-codamol 30mg/500mg effervescent powder sachets sugar free"	" Effervescent powder"	"Oral"	"Codeine phosphate/ Paracetamol"	"30.000mg + 500.000mg"	""	""
"1621841000033112"	"3253711000001104"	"Kapake Insts 30mg/500mg effervescent powder sachets (Galen Ltd)"	"Kapake Insts 30mg/500mg effervescent powder sachets"	" Effervescent powder"	"Oral"	"Codeine phosphate/ Paracetamol"	"30.000mg + 500.000mg"	""	""
"1741241000033116"	"3251511000001105"	"Kapake Insts 60mg/1000mg effervescent powder sachets (Galen Ltd)"	"Kapake Insts 60mg/1000mg effervescent powder sachets"	" Effervescent powder"	"Oral"	"Codeine phosphate/ Paracetamol"	"60.000mg + 1.000gram"	""	""
"12684741000033112"	"35579011000001104"	"Emcozin 30mg/500mg tablets (M & A Pharmachem Ltd)"	"Emcozin 30mg/500mg tablets"	"Tablet"	"Oral"	"Codeine phosphate/ Paracetamol"	"30.000mg + 500.000mg"	""	""
"796641000033119"	"232711000001100"	"Kapake 30mg/500mg tablets (Galen Ltd)"	"Kapake 30mg/500mg tablets"	"Tablet"	"Oral"	"Codeine phosphate/ Paracetamol"	"30.000mg + 500.000mg"	"4070100"	""
"2746141000033115"	"75011000001100"	"Zapain 30mg/500mg tablets (Advanz Pharma)"	"Zapain 30mg/500mg tablets"	"Tablet"	"Oral"	"Codeine phosphate/ Paracetamol"	"30.000mg + 500.000mg"	"4070100"	""
